,Object_Description,Program_Description,SubFund_Description,Job_Title_Description,Facility_or_Department,Sub_Object_Description,Location_Description,FTE,Function_Description,Position_Extra,Text_4,Total,Text_2,Text_3,Fund_Description,Text_1
88597,EQUIPMENT *,NaN,Community Services,NaN,NaN,Equipment *,NaN,NaN,Non-Public School Services *,NaN,NaN,-8148.48,NaN,NaN,Title I - Disadvantaged Children/Targeted Assistance,ITEMABED-NONPUBLIC/ID
332893,Substitute Teachers,Basic Educational Services,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,Instruction,NaN,NaN,5711.154,NaN,NaN,General Fund,NaN
107610,Professional Salaries,Basic Educational Services,NaN,SCI- GEN,NaN,General,School,1,Instruction,NaN,NaN,52514.79,NaN,NaN,General Fund,NaN
414345,Software,Basic Educational Services,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,Instruction,NaN,NaN,1500.41,NaN,NaN,General Fund,NaN
213178,Extra Duty/Signing Bonus Pay,Accelerated Education,NaN,NaN,NaN,SSIG,School,NaN,Instruction,NaN,NaN,17031.21,NaN,NaN,General Fund,NaN
154489,USDA Donated Commodities,Undistributed,NaN,NaN,NaN,General,School,NaN,Food Services,NaN,NaN,9085.81,NaN,NaN,Natl Schl Breakfast & Lunch Prog.,NaN
385013,SALARIES OF REGULAR EMPLOYEES,SPECIAL EDUCATION-CONVERSION,GENERAL FUND,Teacher,NaN,NaN,NaN,0.350861,SPECIAL ED. - MILD/MODERATE,PROFESSIONAL-INSTRUCTIONAL,NaN,14322.9,NaN,Regular,NaN,SPECIAL EDUCATION
222011,Professional Salaries,State Comp.Ed.-Support Title I Campuses,NaN,MS ASST PRIN,NaN,General,School,0.34,School Leadership,NaN,NaN,25589.44,NaN,NaN,Title I- Part A,NaN
239240,Professional Salaries,Bilingual Education,NaN,T-HS ESL ENGLSH,NaN,General,School,0.2,Instruction,NaN,NaN,12645.2,NaN,NaN,General Fund,NaN
364523,Extra Duty/Signing Bonus Pay,Athletics and Related,NaN,"AHC, VAR FOOTBL",NaN,General,School,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,7348.357,NaN,NaN,Athletics,NaN
192175,Professional Salaries,Accelerated Education,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,-1.05,NaN,NaN,General Fund,NaN
59689,Professional Salaries,Undistributed,NaN,HS ASST PRIN,NaN,General,School,1,School Leadership,NaN,NaN,81925.28,NaN,NaN,General Fund,NaN
38243,ADDITIONAL/EXTRA DUTY PAY/STIP,GENERAL ELEMENTARY EDUCATION,ARRA - STIMULUS,"Teacher, Summer School",NaN,NaN,ALL SCHOOLS-UNDISTRIBUTED,NaN,TITLE I A - ARRA,PROFESSIONAL-INSTRUCTIONAL,NaN,3169.003,NaN,n/a,NaN,REGULAR INSTRUCTION
427928,Other Awards and Prizes,NaN,Support Services - Instructional Staff,NaN,NaN,Awards And Prizes *,NaN,NaN,Instruction And Curriculum Development Services *,NaN,NaN,-361.05,NaN,NaN,Miscellaneous State Grants,TUTORIAL GRANT
216280,Extra Duty/Signing Bonus Pay,Basic Educational Services,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,51720.24,NaN,NaN,General Fund,NaN
263097,Salaries for Support Personnel,Special Education,NaN,TCHR ASST- SP E,NaN,General,School,1,Instruction,NaN,NaN,39576.06,NaN,NaN,General Fund,NaN
33145,Software,Accelerated Education,NaN,NaN,NaN,General,Guidance & Counseling,NaN,"Guidance, Counseling and Evaluation Services",NaN,NaN,NaN,NaN,NaN,General Fund,NaN
354579,CONTRA BENEFITS,EMPLOYEE BENEFITS,GENERAL FUND,Truancy Program Transition,NaN,NaN,NaN,NaN,NON-PROJECT,UNDESIGNATED,NaN,-24.51,NaN,n/a,NaN,EMPLOYEE BENEFITS
246254,ADDITIONAL/EXTRA DUTY PAY/STIP,MALE ATHLETICS/SPORTS ACTIVITI,PUPIL ACTIVITY FUND,Asst Coach,NaN,NaN,ATHLETICS & STUDENT ACTIVITIES,NaN,NON-PROJECT,PROFESSIONAL-INSTRUCTIONAL,NaN,2747.543,ATHLETICS,n/a,NaN,COCURRICULAR ED/ACTIVITIES
265358,Extra Duty/Signing Bonus Pay,Undistributed,NaN,NaN,NaN,Community Training and Assistance Center,School,NaN,Curriculum & Instructional Staff Development,NaN,NaN,15294.04,NaN,NaN,General Fund,NaN
444641,OTHER PERSONAL SERVICES,NaN,NaN,SUB TEACHER ALL,NaN,NaN,School,0,BASIC (FEFP K-12),NaN,NaN,76.42,NaN,NaN,CONVERSION CHARTER SCHOOLS,NaN
377852,EMPLOYEE BENEFITS,GENERAL K-8 EDUCATION,ARRA - STIMULUS,"Teacher, Intervention",NaN,NaN,NaN,NaN,TITLE I A - ARRA,PROFESSIONAL-INSTRUCTIONAL,NaN,16.53,NaN,Regular,NaN,REGULAR INSTRUCTION
28643,SALARIES OF PART TIME EMPLOYEE,EARLY CHILDHOOD,DISTRICT SPECIAL REVENUE FUNDS,Early Childhood Education,NaN,NaN,NaN,0.437936,TUITION BASED - ECE,PARAPROFESSIONAL,NaN,NaN,NaN,Regular,NaN,REGULAR INSTRUCTION
385937,Field Trips,Special Education,NaN,NaN,NaN,General,ABD,NaN,Instruction,NaN,NaN,1000.68,NaN,NaN,General Fund,NaN
334081,CONTRA BENEFITS,EMPLOYEE BENEFITS,GENERAL FUND,Bus Driver hr,NaN,NaN,NaN,NaN,NON-PROJECT,UNDESIGNATED,NaN,-21.42,NaN,n/a,NaN,EMPLOYEE BENEFITS
364433,Professional Salaries,Undistributed,NaN,ELEM PRINCIPAL,NaN,General,School,1,School Leadership,NaN,NaN,100234.4,NaN,NaN,General Fund,NaN
192620,EMPLOYEE BENEFITS,AVID,GENERAL FUND,"Tutor, Avid",NaN,NaN,DISTRICT WIDE ORGANIZATION UNI,NaN,NON-PROJECT,PROFESSIONAL-OTHER,NaN,97.87,UNDESIGNATED,n/a,NaN,REGULAR INSTRUCTION
217959,Other Pupil Transportation Services,NaN,Support Services - Instructional Staff,NaN,NaN,Pupil Transportation *,NaN,NaN,Instruction And Curriculum Development Services *,NaN,NaN,-1854.13,NaN,NaN,Special Trust,ITEMS FOUNDATION-JUNE
439372,Salaries And Wages For Substitute Professionals,Basic Educational Services,Operations,TEACHER SUBSTITUTE POOL,All Campus Payroll,Salaries And Wages For Substitute Teachers,School,NaN,Instruction,DEGREED SUBSTITUTE,Basic Educational Services - District Objective,95.08799,NaN,NaN,General Operating Fund,REGULAR PAY
450115,ADDITIONAL/EXTRA DUTY PAY/STIP,SPECIAL EDUCATION-CONVERSION,GENERAL FUND,"Teacher, Elementary",NaN,NaN,NaN,NaN,SPECIAL ED. - MILD/MODERATE,PROFESSIONAL-INSTRUCTIONAL,NaN,966.6136,NaN,Regular,NaN,SPECIAL EDUCATION
115002,Employee Allowance,Athletics and Related,NaN,TRAVEL,NaN,General,Athletics-External,NaN,Cocurricular & Extra Curricular Activities,NaN,NaN,1048.112,NaN,NaN,Athletics,NaN
411602,General Supplies,Basic Educational Services,NaN,NaN,NaN,Drama/Theater Arts,School,NaN,Instruction,NaN,NaN,2500.22,NaN,NaN,General Fund,NaN
123685,Maint: Bldg & Grounds,Career and Technology,NaN,NaN,NaN,Agriculture,School,NaN,Plant Maintenance & Operations,NaN,NaN,4702.49,NaN,NaN,General Fund,NaN
209374,General Supplies,State Comp.Ed.-Support Title I Campuses,NaN,NaN,NaN,General,School,NaN,"Guidance, Counseling and Evaluation Services",NaN,NaN,1222.23,NaN,NaN,Title I- Part A,NaN
412352,General Supplies,Basic Educational Services,NaN,NaN,NaN,School Nurse,School,NaN,Instruction,NaN,NaN,400.59,NaN,NaN,General Fund,NaN
183577,Employee Allowance,Accelerated Education,NaN,CELL PHONE,NaN,Mobile Phone,Learning Support Services,NaN,Social Work Services,NaN,NaN,394.0006,NaN,NaN,General Fund,NaN
160374,ADDITIONAL/EXTRA DUTY PAY/STIP,INSTRUCTIONAL STAFF TRAINING,FEDERAL GDPG FUND - FY,"Teacher, Secondary (High)",NaN,NaN,HUMANITIES,NaN,TITLE II-PART A-TEACHER QUALIT,PROFESSIONAL-INSTRUCTIONAL,NaN,223.4955,HUMANITIES,n/a,NaN,INSTRUCTIONAL STAFF
1808,DUES AND FEES,STAFF DEVELOPMENT,STAFF DEVELOPMENT,NaN,NaN,NaN,NaN,NaN,IMPROVEMENT OF INSTR SERV,NaN,NaN,496.59,NaN,NaN,General Fund,NaN
369397,Salaries And Wages For Substitute Professionals,Basic Educational Services,Operations,TEACHER SUBSTITUTE POOL,All Campus Payroll,Salaries And Wages For Substitute Teachers,School,NaN,Instruction,NON DEGREED SUBSTITUTE,Basic Educational Services - District Objective,87.00399,NaN,NaN,General Operating Fund,REGULAR PAY
41499,Professional Salaries,Special Education,NaN,BIL BEHAV SPEC,NaN,General,Special Education,1,Curriculum & Instructional Staff Development,NaN,NaN,62733.59,NaN,NaN,IDEA-B Formula,NaN
155234,General Supplies,Basic Educational Services,NaN,NaN,NaN,Family Consumer Science,School,NaN,Instruction,NaN,NaN,1922.47,NaN,NaN,General Fund,NaN
176991,Employee Allowances,"Title I, Part A Schoolwide Activities Related To State Comp",State Ed. Allotment,"COUNSELOR, DRUG INTERVENTION",All Campus Payroll,Travel Allowances,School,NaN,"Guidance, Counseling And Evaluation Services",INTERVENTION SPECIALIST,NaN,56.1595,NaN,NaN,General Operating Fund,TRAVEL
237735,Equipment Maintenance Repairs,Undistributed,NaN,NaN,NaN,General,School,NaN,Food Services,NaN,NaN,1286.18,NaN,NaN,Natl Schl Breakfast & Lunch Prog.,NaN
303084,NON-CAPITALIZED IMP NOT BLDGS,NaN,NaN,NaN,NaN,NaN,School,NaN,FACILITIES ACQ AND CONST,NaN,NaN,1272.08,NaN,NaN,MILLAGE,SITE IMPROVEMENT-Host Bgt
372602,Professional Salaries,Accelerated Education,NaN,LANG ARTS SP,NaN,Solution Team,Assoc Superintendent-High Schools,1,Curriculum & Instructional Staff Development,NaN,NaN,75320.83,NaN,NaN,Title I- Part A,NaN
263125,Professional Salaries,Basic Educational Services,NaN,T-EL ART,NaN,General,School,1,Instruction,NaN,NaN,52514.64,NaN,NaN,General Fund,NaN
142699,Professional Salaries,Bilingual Education,NaN,T-MS 7/8 ESL MA,NaN,Bilingual & Spec Lang,School,1,Instruction,NaN,NaN,76053.37,NaN,NaN,General Fund,NaN
241960,Regular *,NaN,Regular Instruction,"TCHR, SCNDY SOCIAL STUDIES",NaN,Certificated Employees Salaries And Wages,IN OTH CERTIFICATED PERSON,1,High School,NaN,NaN,103317.9,TEACHER,NaN,General,SCHOOL BASED MANAGEMENT
86293,Salaries for Support Personnel,Undistributed,NaN,CARPENTER,NaN,General,Service Center Bldg & Grounds,1,Plant Maintenance & Operations,NaN,NaN,51239.52,NaN,NaN,General Fund,NaN
118681,Professional Salaries,Undistributed,NaN,DIR- PURCH/MAT,NaN,General,Purchasing,1,General Administration,NaN,NaN,112922.6,NaN,NaN,General Fund,NaN
61625,SUPPLIES,Misc,MISCELLANEOUS,NaN,NaN,NaN,NaN,NaN,MAINTENANCE AND OPERATING,NaN,NaN,2065.42,NaN,NaN,General Fund,NaN
260175,WORKSHOP PARTICIPANT,NaN,NaN,BUS DRIVER,NaN,NaN,TRANSPORTATION,0,PUPIL TRANSPORTATION SERVICES,NaN,NaN,13.816,NaN,NaN,GENERAL FUND,NaN
155731,NaN,PUPIL TRANSPORTATION,NaN,Bus Driver,NaN,NaN,Transportation,1,NaN,BUS DRIVER,NaN,42126.08,NaN,NaN,General Fund,NaN
156597,Professional Salaries,Prekindergarten,NaN,T-EL PK ESL,NaN,Pre-K,School,1,Instruction,NaN,NaN,63226.24,NaN,NaN,General Fund,NaN
387731,CONTRA BENEFITS,EMPLOYEE BENEFITS,GENERAL FUND,Bus Driver to Yrs,NaN,NaN,NaN,NaN,NON-PROJECT,UNDESIGNATED,NaN,-27.37,NaN,n/a,NaN,EMPLOYEE BENEFITS
113544,Employee Allowance,Undistributed,NaN,CELL PHONE,NaN,Mobile Phone,School,NaN,School Leadership,NaN,NaN,523.0509,NaN,NaN,General Fund,NaN
2108,Salaries And Wages For Teachers And Other Professi,Services To Students With Disabilities (Special Education),Operations,"TEACHER, SPECIAL EDUCATION",All Campus Payroll,Salaries And Wages For Teachers And Other Professi,School,0.94,Instruction,TEACHER BACHELOR,NaN,48067.28,NaN,NaN,General Operating Fund,REGULAR PAY
305752,Salaries for Support Personnel,Special Education,NaN,BUS DRIVER,NaN,General,Transportation Office,0.5,Student Transportation,NaN,NaN,15584.08,NaN,NaN,General Fund,NaN
338625,Professional Salaries,Bilingual Education,NaN,T-EL KIN ESL,NaN,General,School,1,Instruction,NaN,NaN,62978.46,NaN,NaN,General Fund,NaN
144152,ADDITIONAL/EXTRA DUTY PAY/STIP,SOCIAL WORK SERVICES,STATE AND LOCAL GDPG FUND,SFPC Liaison Specialist,NaN,NaN,ADMISSIONS AND STUDENT RECORDS,NaN,EXPELLED AT RISK,PROFESSIONAL-INSTRUCTIONAL,NaN,141.7643,PREVENTION AND INTERVENTION,n/a,NaN,STUDENTS
373183,Personal Services - Teachers,Instruction - SPED,NaN,NaN,NaN,NaN,NaN,1,NaN,TEACHER - S.E DAYS,Special Education Instruction,11029.91,NaN,NaN,General Purpose School,NaN
401303,Employee Travel (including In-District and Out-of-District),Accelerated Education,NaN,NaN,NaN,Cycle (used for grants),School,NaN,Community Services,NaN,NaN,299.77,NaN,NaN,Century Community Learning,NaN
305314,Professional Salaries,Undistributed,NaN,HS ASST PRIN,NaN,General,School,1,School Leadership,NaN,NaN,80800.13,NaN,NaN,General Fund,NaN
126956,Professional Salaries,Special Education,NaN,BEHAVIOR SPEC,NaN,General,Special Education,1,Curriculum & Instructional Staff Development,NaN,NaN,59032.84,NaN,NaN,IDEA-B Formula,NaN
198284,Employee Allowance,Special Education,NaN,TRAVEL,NaN,General,Special Education,NaN,Curriculum & Instructional Staff Development,NaN,NaN,1035.623,NaN,NaN,General Fund,NaN
219669,SUPPLIES,SPECIAL EDUCATION CATEGORY III,CATEGORY III EXP ONLY SPECIAL ED,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,77.13,NaN,NaN,General Fund,NaN
313256,Salary Adjustments,Special Education,NaN,NaN,NaN,General,Special Education,NaN,Instruction,NaN,NaN,334314.4,NaN,NaN,IDEA-B Preschool,NaN
174977,NONCAPITALIZED REMOD/RENOV,NaN,NaN,NaN,NaN,NaN,TRANSPORTATION,NaN,FACILITIES ACQ AND CONST,NaN,NaN,111.83,NaN,NaN,MILLAGE,MINOR RENOVATIONS-Host Bgt
19728,Salaries for Support Personnel,Prekindergarten,NaN,CLERK IV- SCH,NaN,General,Prekindergarten Demonstration School,1,School Leadership,NaN,NaN,29834.49,NaN,NaN,General Fund,NaN
409983,Miscellaneous Contracted Srvcs,Undistributed,NaN,NaN,NaN,Laundry,School,NaN,Food Services,NaN,NaN,419.89,NaN,NaN,Natl Schl Breakfast & Lunch Prog.,NaN
444847,SALARIES OF REGULAR EMPLOYEES,LITERACY COACHES,LEVY OVERRIDE,"Facilitator,Sec Humanities",NaN,NaN,NaN,0.754744,FACILITATOR,PROFESSIONAL-INSTRUCTIONAL,NaN,51468.46,NaN,Regular,NaN,INSTRUCTIONAL STAFF
248053,EMPLOYEE BENEFITS,SPECIAL EDUCATION-EIS,GENERAL FUND,Tutor Interpreter,NaN,NaN,NaN,NaN,SPECIAL ED. - SEVERE NEEDS,OFFICE/ADMINISTRATIVE SUPPORT,NaN,820.65,SEVERE DISABILITIES,Regular,NaN,SPECIAL EDUCATION
258444,Electronic Media,NaN,Support Services--Pupils,NaN,NaN,"Newspapers, Periodicals, Films And Filmstrips *",NaN,NaN,Speech Pathology Services,NaN,NaN,-0.76,NaN,NaN,General,SPEECH CORRECTION
315619,Professional Salaries,State Comp.Ed.-Support Title I Campuses,NaN,T-EL BIL RD,NaN,General,School,1,Instruction,NaN,NaN,67390.58,NaN,NaN,Title I- Part A,NaN
268688,Salaries And Wages For Teachers And Other Professi,Bilingual Education And Special Language Programs,Operations,"TEACHER, BILINGUAL EDUCATION",All Campus Payroll,Critical Needs Incentive,School,NaN,Instruction,TEACHER BACHELOR,NaN,4170.471,NaN,NaN,General Operating Fund,CRITICAL NEEDS SUPPLEMENT
169952,Employee Allowance,Undistributed,NaN,TRAVEL,NaN,General,School,NaN,School Leadership,NaN,NaN,707.5872,NaN,NaN,General Fund,NaN
388775,SUPPLIES,VOCATIONAL LABORATORY PROGRAM 9-12,VOCATIONAL LABORATORY PROGRAM 9-12,NaN,NaN,NaN,NaN,NaN,INSTRUCTION,NaN,NaN,278.1,NaN,NaN,General Fund,NaN
436757,EMPLOYEE BENEFITS,GENERAL ELEMENTARY EDUCATION,ARRA - STIMULUS,"Teacher, Elementary",NaN,NaN,NaN,NaN,TITLE I A - ARRA,PROFESSIONAL-INSTRUCTIONAL,NaN,4593.33,NaN,Regular,NaN,REGULAR INSTRUCTION
434023,Reproduction Services,Undistributed,NaN,NaN,NaN,General,Visual Arts,NaN,Instructional Leadership,NaN,NaN,1492.32,NaN,NaN,General Fund,NaN
220102,Personal Services - Employees Salaries and Wages,NaN,Support Services - Instructional Staff,NaN,NaN,Personal Services - Employees Salaries And Wages,NaN,NaN,Instructional Staff Training Services *,NaN,NaN,194436.4,NaN,NaN,Title I - Disadvantaged Children/Targeted Assistance,PD-DI
207305,Salaries for Support Personnel,Special Education,NaN,TCHR ASST- SP E,NaN,General,School,1,Instruction,NaN,NaN,35231.84,NaN,NaN,General Fund,NaN
30100,Salaries And Wages For Teachers And Other Professi,Athletics And Related Activities,Operations,"TEACHER, REGULAR",All Campus Payroll,Extra Duty Wages,School,NaN,Extracurricular Activities,TEACHER BACHELOR,NaN,4806.923,NaN,NaN,General Operating Fund,EX-CURR ATHLETIC
199127,Salaries for Support Personnel,Special Education,NaN,ACCTG TECH II,NaN,General,Center,1,School Leadership,NaN,NaN,44452.43,NaN,NaN,General Fund,NaN
98933,Professional Salaries,Undistributed,NaN,COUNS- HS,NaN,General,School,1,"Guidance, Counseling and Evaluation Services",NaN,NaN,60434.75,NaN,NaN,General Fund,NaN
320715,Professional Salaries,Bilingual Education,NaN,T-EL 3RD ESL,NaN,General,School,1,Instruction,NaN,NaN,52853.28,NaN,NaN,General Fund,NaN
304410,NaN,NaN,LOCAL,SPEECH PATHOLOGIST,NaN,NaN,RELATED SERVICES,1,NaN,NaN,NaN,120222.7,SPECIAL EDUCATION INSTRUCTION,NaN,NaN,NaN
123833,Professional Salaries,State Comp.Ed.-Support Title I Campuses,NaN,MATH,NaN,General,School,1,Instruction,NaN,NaN,55200.62,NaN,NaN,Title I- Part A,NaN
283779,EMPLOYEE BENEFITS,NURSING SERVICES,GENERAL FUND,Nurse,NaN,NaN,NaN,NaN,NON-PROJECT,PROFESSIONAL-INSTRUCTIONAL,NaN,4749.28,NaN,Regular,NaN,STUDENTS
236448,EMPLOYEE BENEFITS,GENERAL ELEMENTARY EDUCATION,ARRA - STIMULUS,"Teacher, Summer Intern",NaN,NaN,ALL SCHOOLS-UNDISTRIBUTED,NaN,TITLE I A - ARRA,PROFESSIONAL-INSTRUCTIONAL,NaN,6.11,NaN,n/a,NaN,REGULAR INSTRUCTION
14997,Subs for Support Personnel,Undistributed,NaN,FOOD PROD SUB,NaN,General,Food Service,NaN,Food Services,NaN,NaN,37.71,NaN,NaN,Natl Schl Breakfast & Lunch Prog.,NaN
127819,Salaries for Support Personnel,NaN,NaN,Grounds Equipment Operator,NaN,NaN,Service Center Bldg & Grounds,1,NaN,NaN,NaN,34999.64,NaN,NaN,General Fund,NaN
377711,Regular *,NaN,Support Services - Instructional Staff,PARA (AUT/MD),NaN,NaN,EN CLASSIFIED SLRY/HRLY/DA,1,Classroom Support - Special Education Aides *,NaN,NaN,48557.4,PARAPROF,NaN,General,SCHOOL BASED MANAGEMENT
442518,Professional Salaries,Bilingual Education,NaN,T-EL KIN BIL,NaN,General,School,1,Instruction,NaN,NaN,53189.7,NaN,NaN,General Fund,NaN
258051,SALARIES FOR OVERTIME,FOOD PREPARATION/SERVING,FOOD SERVICE FUND,"Manager, Food Service II",NaN,NaN,NaN,NaN,NON-PROJECT,"CRAFTS, TRADES, AND SERVICES",NaN,6.19176,FOOD SERVICES,Regular,NaN,FOOD SERVICES OPERATIONS
19704,EMPLOYEE BENEFITS,INSTRUCTIONAL STAFF TRAINING,ARRA - STIMULUS,"Teacher,Retrd Shrt Term Sub",NaN,NaN,NaN,NaN,TITLE I A - ARRA,PROFESSIONAL-INSTRUCTIONAL,NaN,2.22,TEACHER LEARNING & LEADERSHIP,Regular,NaN,INSTRUCTIONAL STAFF
406288,SALARIES OF PART TIME EMPLOYEE,GENERAL HIGH SCHOOL EDUCATION,GENERAL FUND,"Teacher,Retrd Shrt Term Sub",NaN,NaN,NaN,0.00431,UNALLOC BUDGETS/SCHOOLS,PROFESSIONAL-INSTRUCTIONAL,NaN,128.985,TEACHER SUBS,Alternative,NaN,REGULAR INSTRUCTION
311868,Employee Allowance,Undistributed,NaN,CELL PHONE,NaN,Mobile Phone,Network Support,NaN,Data Processing Services,NaN,NaN,525.2809,NaN,NaN,General Fund,NaN
37192,CONTRA BENEFITS,EMPLOYEE BENEFITS,GENERAL FUND,"Coordinator, Central Curr",NaN,NaN,ENGLISH FOR SPEAKERS OF OTHER,NaN,NON-PROJECT,UNDESIGNATED,NaN,-614.93,NaN,n/a,NaN,EMPLOYEE BENEFITS
164463,CONTRA BENEFITS,EMPLOYEE BENEFITS,GENERAL FUND,District Buyer I,NaN,NaN,MATERIALS MANAGEMENT,NaN,NON-PROJECT,UNDESIGNATED,NaN,-965.59,NaN,n/a,NaN,EMPLOYEE BENEFITS
56756,General Supplies,Basic Educational Services,NaN,NaN,NaN,English,School,NaN,Instruction,NaN,NaN,NaN,NaN,NaN,General Fund,NaN
222333,Personal Services - Teachers,Instruction - Regular,NaN,NaN,NaN,NaN,NaN,0,NaN,TIME CARD CERTIFIEDAddl,Alternative Schools Instruction,174.83,NaN,NaN,General Purpose School,NaN
276833,REPAIR AND MAINTENANCE SERVICES,Misc,MISCELLANEOUS,NaN,NaN,NaN,ADMIN. SERVICES,NaN,IMPROVEMENT OF INSTR SERV,NaN,NaN,37.51,NaN,NaN,General Fund,NaN
100866,BOOKS (OTHER THAN TEXTBOOKS) AND PERIODICALS,MEDIA CENTERS,MEDIA CENTERS,NaN,NaN,NaN,NaN,NaN,EDUCATIONAL MEDIA SERVICE,NaN,NaN,687.85,NaN,NaN,General Fund,NaN
74764,Extra Duty/Signing Bonus Pay,High School Allotment,NaN,NaN,NaN,General,School,NaN,Curriculum & Instructional Staff Development,NaN,NaN,60754.69,NaN,NaN,General Fund,NaN
63185,EMPLOYEE BENEFITS,TRANSPORTATION-OPERATIONS,GENERAL FUND,Bus Driver - Relief,NaN,NaN,NaN,NaN,NON-PROJECT,"CRAFTS, TRADES, AND SERVICES",NaN,4541.88,TRANSPORTATION,n/a,NaN,STUDENT TRANSPORTATION
338963,WORKSHOP PARTICIPANT,COMMON CORE STATE STANDARDS,NaN,"TEACHER, FOURTH",USING DATA HUMAN CAPITAL DECIS,NaN,CHIEF ACADEMIC OFFICER,NaN,INST STAFF TRAINING SVCS,NaN,NaN,518.29,NaN,NaN,ARRA - RACE TO THE TOP,RACE TO THE TOP
73385,Salaries for Support Personnel,Undistributed,NaN,FOOD PROD SP II,NaN,General,School,0.625,Food Services,NaN,NaN,16344.54,NaN,NaN,Natl Schl Breakfast & Lunch Prog.,NaN
69729,Professional Salaries,Basic Educational Services,NaN,T-HS ART,NaN,General,School,0.33,Instruction,NaN,NaN,18778.6,NaN,NaN,General Fund,NaN
445906,Professional Salaries,Basic Educational Services,NaN,T-EL 3RD,NaN,General,School,1,Instruction,NaN,NaN,53190.14,NaN,NaN,General Fund,NaN
10593,Salaries for Support Personnel,Undistributed,NaN,ADMIN ASST III,NaN,General,Human Resources,1,General Administration,NaN,NaN,43699.77,NaN,NaN,General Fund,NaN
379000,Professional Salaries,Bilingual Education,NaN,T-EL 5TH ESL,NaN,General,School,1,Instruction,NaN,NaN,54112.44,NaN,NaN,General Fund,NaN
436491,Career Ladder,Basic Educational Services,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,1639.248,NaN,NaN,General Fund,NaN
216799,Professional Salaries,Basic Educational Services,NaN,MATH,NaN,General,School,1,Instruction,NaN,NaN,52514.34,NaN,NaN,General Fund,NaN
436874,Employee Allowance,Special Education,NaN,NaN,NaN,Speech Therapist,School,NaN,Instruction,NaN,NaN,0.31,NaN,NaN,General Fund,NaN
207310,Health & Hygiene Supplies,NaN,Support Services--Pupils,NaN,NaN,General Supplies *,NaN,NaN,Medical Services,NaN,NaN,100.72,NaN,NaN,General,SCHOOL BASED MANAGEMENT
50017,Professional Salaries,Basic Educational Services,NaN,CHOIR,NaN,Choral Music,School,0.6,Instruction,NaN,NaN,35357.02,NaN,NaN,General Fund,NaN
166986,Salaries for Support Personnel,Undistributed,NaN,CHILD CARE WKR,NaN,Child Care Program-After School,School,0.938,Community Services,NaN,NaN,27914.38,NaN,NaN,Child Care Program,NaN
120516,Salaries for Support Personnel,Undistributed,NaN,PARENT SUP SPEC,NaN,General,School,0.5,Community Services,NaN,NaN,21652.53,NaN,NaN,General Fund,NaN
262421,Salaries for Support Personnel,Undistributed,NaN,NaN,NaN,Line Item that is paid with Campus money,School,NaN,School Leadership,NaN,NaN,-0.38,NaN,NaN,General Fund,NaN
41924,Extra Duty/Signing Bonus Pay,Bilingual Education,NaN,NaN,NaN,General,School,NaN,Instruction,NaN,NaN,63786.09,NaN,NaN,General Fund,NaN
329563,RETIREMENT CONTRIB.,EMPLOYEE BENEFITS,GENERAL FUND,"Teacher,Retrd Shrt Term Sub",NaN,NaN,NaN,NaN,EMPLOYEE RETIREMENT,UNDESIGNATED,NaN,1.1,NaN,n/a,NaN,EMPLOYEE BENEFITS
