type,x,y
Traditional French restaurant,265521.475829933,6250286.201676157
Other world restaurant,265477.2819920861,6250678.893625478
Traditional French restaurant,265455.35205240094,6250721.869205198
Asian restaurant,265311.74990927626,6250175.892521331
European restuarant,261783.03337062045,6252209.906249945
Maghrebian restaurant,261915.05828670214,6252642.457307951
African restaurant,262138.14254625305,6252614.364510449
Traditional French restaurant,260227.9000842387,6254392.0099051185
Traditional French restaurant,260051.90396929544,6254441.098049324
European restuarant,260186.26659468169,6254122.368726307
Asian restaurant,260135.2822679007,6253978.834425874
Asian restaurant,259040.23243696545,6253995.25273086
Asian restaurant,259105.68829755296,6253858.152398245
Asian restaurant,259121.05038728085,6253860.8605314735
Maghrebian restaurant,259081.75460703124,6253959.707987018
European restuarant,261112.44475808146,6253804.666944516
European restuarant,261368.5909063984,6253611.038886945
Asian restaurant,258741.45092367605,6246650.140104393
Traditional French restaurant,258513.3572870423,6246757.359260331
Central and South American restuarant,258543.30223006514,6246735.712381361
Traditional French restaurant,258629.7974744108,6246441.624716333
Traditional French restaurant,258354.1704152073,6246472.233709846
Traditional French restaurant,258575.3622434129,6246052.511182692
Traditional French restaurant,258034.5721571394,6245993.325552983
Traditional French restaurant,260861.1966673618,6254398.780666711
Asian restaurant,260873.8870893114,6254442.113669105
Traditional French restaurant,260864.64757157586,6254569.744191322
Indian / Middle Eastern restaurant,260945.1315634204,6254696.360987162
Caribbean restaurant,260968.39733699756,6254758.823713604
European restuarant,260066.82078106122,6253161.006162798
Indian / Middle Eastern restaurant,262760.97509723983,6252919.497898813
Traditional French restaurant,262923.39023430645,6252710.320414129
Asian restaurant,262827.87811120774,6252858.9103611475
Asian restaurant,261870.86444885808,6252030.529271953
Maghrebian restaurant,262402.41501739604,6252176.568920352
Traditional French restaurant,262512.7326327722,6252326.503323196
Traditional French restaurant,262565.38675191597,6252295.196259079
European restuarant,262295.7709452164,6252441.917391836
Asian restaurant,262339.1855466247,6250435.764235731
European restuarant,262401.3018224865,6250413.600386568
Asian restaurant,262511.2854793918,6250388.052815602
European restuarant,262850.80992631114,6250282.310377847
Asian restaurant,262412.8790495295,6250520.190421414
Traditional French restaurant,261384.2869546,6253735.948787845
Traditional French restaurant,261384.2869546,6253735.948787845
European restuarant,261296.23323738275,6253941.089371221
Asian restaurant,261249.4790512488,6253832.763691375
Asian restaurant,261116.34094026047,6253857.475365075
Asian restaurant,261031.40416878642,6253933.472676561
Central and South American restuarant,261031.40416878642,6253933.472676561
Traditional French restaurant,260689.98729052173,6253779.109141306
Asian restaurant,260298.81059987398,6253584.296898319
Indian / Middle Eastern restaurant,260353.3571503631,6253687.541751197
Asian restaurant,260448.09003702886,6254175.348393051
Other world restaurant,260646.01609166013,6253612.054407164
Traditional French restaurant,257837.6479779264,6245791.759309902
Traditional French restaurant,257878.5022310476,6245222.93546979
Asian restaurant,257802.4710188354,6245786.179104604
Asian restaurant,257688.03458230064,6246363.32707592
European restuarant,255327.28214104622,6248093.1463456955
Maghrebian restaurant,262415.77335629024,6252698.473947435
Traditional French restaurant,262940.7560748709,6252521.455862024
Asian restaurant,263399.3923769398,6253191.300958233
Asian restaurant,262990.1819287831,6253131.557694593
European restuarant,261926.6355137451,6253015.62650174
Asian restaurant,261673.94026964507,6253167.268206602
Other world restaurant,262536.8889622735,6252407.902231583
Traditional French restaurant,262983.5027593374,6252382.687101471
Asian restaurant,262792.9237910992,6252499.455784886
Asian restaurant,262763.6467650181,6252248.997397498
Asian restaurant,262296.8841401231,6251931.02745463
Asian restaurant,262144.3764377366,6250661.635776877
Other world restaurant,262857.6004152481,6250386.5301151285
Traditional French restaurant,263624.92566528654,6250464.188188243
Asian restaurant,263224.2868179208,6250741.834312485
European restuarant,260793.84837543181,6253634.226628993
Asian restaurant,260830.5838073944,6253525.227868338
Traditional French restaurant,260983.53678774298,6253674.001370895
Central and South American restuarant,261081.38662015196,6253655.891146094
Indian / Middle Eastern restaurant,261081.38662015196,6253655.891146094
European restuarant,261036.63618485173,6253473.437023494
Asian restaurant,260944.6862854583,6253426.385484836
African restaurant,260933.88829485115,6253346.83851414
Traditional French restaurant,260888.24730362388,6253266.446058333
Traditional French restaurant,260849.28548184797,6253125.12643355
Traditional French restaurant,260252.72433068746,6253978.326643755
Asian restaurant,260243.81877142275,6253974.433648505
Traditional French restaurant,257966.77858724733,6246672.80145329
Traditional French restaurant,257801.35782392876,6246764.631271149
European restuarant,258070.75099164865,6246505.21037356
European restuarant,258169.71401896144,6247046.722461308
European restuarant,261757.87516570083,6253705.482788447
European restuarant,262101.9637117438,6253610.531126884
Indian / Middle Eastern restaurant,262821.08762226795,6255117.019954086
Asian restaurant,261226.88119461905,6253519.4733143775
Maghrebian restaurant,261357.12499884667,6253821.931199615
European restuarant,260721.1567479453,6253797.38888674
Asian restaurant,260539.7059779514,6253777.247317597
Asian restaurant,260559.40952782042,6253936.350093737
European restuarant,260569.65092097424,6253906.391151033
Asian restaurant,261088.17710908887,6253492.731614943
European restuarant,260618.96545539523,6254091.562810524
Asian restaurant,258995.81596013892,6252905.620268113
African restaurant,262861.05131946213,6250815.265705172
Traditional French restaurant,262854.0381915428,6251424.736996368
Traditional French restaurant,262843.4628399181,6251432.689854464
Asian restaurant,260067.60001749702,6253503.0559319295
European restuarant,260091.64502750715,6253512.703255907
Asian restaurant,259778.3919804169,6253548.076871182
Traditional French restaurant,259739.09620016726,6253549.600140232
European restuarant,259710.48709103357,6253568.89490523
Traditional French restaurant,259602.61850445325,6253620.686333951
European restuarant,259538.27583877524,6253638.965737374
Traditional French restaurant,259550.40966327154,6253605.115021422
European restuarant,259072.29245031322,6253195.362838485
Traditional French restaurant,258971.10303318422,6253052.521220126
Traditional French restaurant,259360.0533340158,6252895.127440484
Traditional French restaurant,257126.65039022826,6250690.398877412
Traditional French restaurant,257090.47155572186,6251187.000750553
Asian restaurant,257090.47155572186,6251187.000750553
Asian restaurant,257096.03753026086,6251156.5439201705
Asian restaurant,263202.3568782356,6254804.020607911
European restuarant,263134.5633083435,6254549.431512628
Traditional French restaurant,261461.8766396838,6253953.276096933
European restuarant,259180.4949953644,6253145.774183697
Asian restaurant,259680.87610648162,6253113.787116771
Traditional French restaurant,260331.0932522042,6253362.747848494
European restuarant,260420.70544229308,6253232.935323199
Traditional French restaurant,260708.13236752196,6253556.370228208
Maghrebian restaurant,262071.90744922974,6251902.090921065
Maghrebian restaurant,262009.12325642334,6251928.319938523
European restuarant,261824.55554068624,6251647.081418008
Indian / Middle Eastern restaurant,261713.12473040345,6251461.117152986
European restuarant,261826.44797203154,6251509.342252653
Asian restaurant,261858.73062436178,6251599.532386605
Traditional French restaurant,261637.09351819125,6251276.679831628
Asian restaurant,259938.80336664978,6253176.2381692985
Asian restaurant,259938.80336664978,6253176.2381692985
European restuarant,263277.9428124857,6244619.827760348
Asian restaurant,262659.785680108,6245459.320763907
Asian restaurant,262586.3148161857,6245432.266318818
Asian restaurant,262800.82747494563,6244726.344924359
Asian restaurant,263020.7947887533,6244765.908783429
Asian restaurant,262597.33544577536,6244745.112372939
Asian restaurant,263134.34066936106,6244530.388191672
Caribbean restaurant,256282.7373305271,6250656.898334393
Asian restaurant,256501.48012993406,6250597.342140648
European restuarant,256355.87423597573,6250516.806590167
Traditional French restaurant,256065.2190455152,6249739.914722382
Traditional French restaurant,255710.10986988546,6250069.306819274
Asian restaurant,255482.68415019344,6250307.85762986
Traditional French restaurant,255871.4118120454,6251050.961089504
Indian / Middle Eastern restaurant,256112.30719012002,6251175.325619295
Traditional French restaurant,256393.3889043741,6250656.7291400675
Traditional French restaurant,256238.8774511539,6250833.539053899
European restuarant,258106.48454819297,6249470.4216250805
Asian restaurant,261440.28065846948,6253896.066342231
Indian / Middle Eastern restaurant,261552.49070518807,6253901.14411548
Caribbean restaurant,261389.51897066814,6253612.731420711
European restuarant,261676.9458958942,6254513.884442185
European restuarant,261062.46230671593,6253463.789744261
Central and South American restuarant,260927.65440336472,6253414.876515176
European restuarant,260822.01220660342,6253507.625715601
European restuarant,261134.59733675193,6253116.325768461
Other world restaurant,260660.71026444348,6253154.57487939
Central and South American restuarant,260506.86672816786,6253171.160830756
Traditional French restaurant,260851.7345106438,6251429.813287908
Traditional French restaurant,260722.49258183443,6251510.357520862
Traditional French restaurant,260627.31441720657,6251386.495697882
Asian restaurant,262168.3101282583,6251900.9063867135
Asian restaurant,262114.0975362401,6251894.983717422
Asian restaurant,262128.56907004377,6251973.163285578
European restuarant,260739.96974188727,6244698.954668593
Traditional French restaurant,262124.45024888514,6245380.017666233
Traditional French restaurant,261963.37094570766,6244954.938659727
Asian restaurant,262368.6852116854,6244869.891601451
Asian restaurant,257200.5665321155,6249157.461745032
European restuarant,257220.0474430049,6249718.598571901
Asian restaurant,257038.04007555768,6249896.234798411
Maghrebian restaurant,257126.65039022826,6250690.398877412
Traditional French restaurant,256927.6111406903,6250415.969039436
European restuarant,256962.7880997813,6250452.85243384
Asian restaurant,256807.72004910777,6250568.9177412735
Asian restaurant,256642.8558832425,6250445.238875968
European restuarant,256651.09352555982,6250713.917014554
Traditional French restaurant,265431.4183618792,6250748.432959985
